date,count_first_shot_general,count_second_shot_general,count_third_shot_general,count_fourth_shot_general,count_fifth_shot_general,count_sixth_shot_general,count_seventh_shot_general,count_first_shot_general_wo_deceased,count_second_shot_general_wo_deceased,count_third_shot_general_wo_deceased,count_fourth_shot_general_wo_deceased,count_fifth_shot_general_wo_deceased,count_sixth_shot_general_wo_deceased,count_seventh_shot_general_wo_deceased
2022-03-27,39484,15355,527300,0,0,0,0,39355,15142,520779,0,0,0,0
2022-03-28,24796,13274,631014,0,0,0,0,24557,12934,619080,0,0,0,0
2022-03-29,27967,14504,619374,0,0,0,0,27721,14134,607442,0,0,0,0
2022-03-30,24801,13770,552440,0,0,0,0,24584,13463,541905,0,0,0,0
2022-03-31,19403,14432,465437,0,0,0,0,19217,14154,456726,0,0,0,0
2022-04-01,36744,23205,590689,0,0,0,0,36512,22900,582750,0,0,0,0
2022-04-02,67331,50965,653068,0,0,0,0,67051,50575,646499,0,0,0,0
2022-04-03,31240,22424,302253,0,0,0,0,31073,22292,298942,0,0,0,0
2022-04-04,19226,18463,416038,0,0,0,0,19069,18220,409038,0,0,0,0
2022-04-05,19977,20512,427111,0,0,0,0,19780,20274,419825,0,0,0,0
2022-04-06,17117,17423,398506,0,0,0,0,16911,17184,391698,0,0,0,0
2022-04-07,14404,16254,402362,0,0,0,0,14233,16001,396173,0,0,0,0
2022-04-08,11350,32933,709309,0,0,0,0,11184,32630,701501,0,0,0,0
2022-04-09,46141,68681,750144,0,0,0,0,45931,68330,743435,0,0,0,0
2022-04-10,15263,28318,343814,0,0,0,0,15162,28194,340540,0,0,0,0
2022-04-11,12122,4358,397734,0,0,0,0,11980,4242,391820,0,0,0,0
2022-04-12,5763,20496,398301,0,0,0,0,5649,20263,392084,0,0,0,0
2022-04-13,5354,20635,376925,0,0,0,0,5247,20415,371326,0,0,0,0
2022-04-14,5043,19343,376827,0,0,0,0,4930,19152,371839,0,0,0,0
2022-04-15,20614,39322,715923,0,0,0,0,20428,39022,709189,0,0,0,0
2022-04-16,42017,77611,755960,0,0,0,0,41784,77327,749756,0,0,0,0
2022-04-17,18819,35849,333097,0,0,0,0,18720,35728,330170,0,0,0,0
2022-04-18,13515,20791,351914,0,0,0,0,13369,20599,347007,0,0,0,0
2022-04-19,14780,23656,354632,0,0,0,0,14580,23444,349413,0,0,0,0
2022-04-20,14722,21855,343318,0,0,0,0,14487,21650,338641,0,0,0,0
2022-04-21,13500,16927,353296,0,0,0,0,13301,16712,348814,0,0,0,0
2022-04-22,25838,38001,694329,0,0,0,0,25586,37724,687881,0,0,0,0
2022-04-23,54114,72922,768883,0,0,0,0,53835,72574,762893,0,0,0,0
2022-04-24,19638,31646,324978,0,0,0,0,19535,31476,322139,0,0,0,0
2022-04-25,14681,17975,339136,0,0,0,0,14536,17795,334763,0,0,0,0
2022-04-26,15284,19167,334132,0,0,0,0,15110,18944,329548,0,0,0,0
2022-04-27,13008,17402,327538,0,0,0,0,12850,17186,323296,0,0,0,0
2022-04-28,15049,17514,456289,0,0,0,0,14884,17280,451564,0,0,0,0
2022-04-29,4356,4580,257705,0,0,0,0,4310,4541,255998,0,0,0,0
2022-04-30,33428,49526,524134,0,0,0,0,33241,49303,520197,0,0,0,0
2022-05-01,7452,13752,158836,0,0,0,0,7420,13682,157615,0,0,0,0
2022-05-02,7325,11927,237940,0,0,0,0,7254,11802,235572,0,0,0,0
2022-05-03,1265,1203,75294,0,0,0,0,1256,1191,74844,0,0,0,0
2022-05-04,750,1038,50547,0,0,0,0,741,999,50169,0,0,0,0
2022-05-05,559,662,32613,0,0,0,0,550,659,32283,0,0,0,0
2022-05-06,16648,23158,323137,0,0,0,0,16527,22911,319930,0,0,0,0
2022-05-07,32749,43125,379919,0,0,0,0,32578,42890,376945,0,0,0,0
2022-05-08,10814,18107,122508,0,0,0,0,10749,18005,121526,0,0,0,0
2022-05-09,10444,14606,203653,0,0,0,0,10320,14446,201150,0,0,0,0
2022-05-10,11638,15866,211927,0,0,0,0,11495,15660,208884,0,0,0,0
2022-05-11,9304,14850,202741,0,0,0,0,9190,14676,199995,0,0,0,0
2022-05-12,8036,13256,201820,0,0,0,0,7940,13078,199318,0,0,0,0
2022-05-13,19027,27088,454366,0,0,0,0,18808,26813,450152,0,0,0,0
2022-05-14,30648,55003,507197,0,0,0,0,30474,54714,503326,0,0,0,0
2022-05-15,8297,19027,172474,0,0,0,0,8248,18940,171012,0,0,0,0
2022-05-16,7176,13999,183170,0,0,0,0,7081,13886,180793,0,0,0,0
2022-05-17,7340,14549,178645,0,0,0,0,7235,14412,176071,0,0,0,0
2022-05-18,7040,12826,171451,0,0,0,0,6929,12594,168989,0,0,0,0
2022-05-19,5716,12552,170195,0,0,0,0,5601,12399,168070,0,0,0,0
2022-05-20,15892,9175,388679,0,0,0,0,15754,9030,385084,0,0,0,0
2022-05-21,23126,36091,432816,0,0,0,0,22979,35874,429438,0,0,0,0
2022-05-22,6183,9227,125671,0,0,0,0,6104,9177,124589,0,0,0,0
2022-05-23,7550,7231,141597,0,0,0,0,7457,7150,139712,0,0,0,0
2022-05-24,7793,2830,137059,0,0,0,0,7716,2761,135219,0,0,0,0
2022-05-25,7715,2835,131949,402,0,0,0,7599,2761,130083,395,0,0,0
2022-05-26,6332,2393,137859,628,0,0,0,6248,2332,136077,573,0,0,0
2022-05-27,13157,17143,327453,1324,0,0,0,12971,17004,324380,1259,0,0,0
2022-05-28,20013,35477,378905,1353,0,0,0,19885,35279,375882,1328,0,0,0
2022-05-29,4429,11380,115348,593,0,0,0,4388,11317,114388,565,0,0,0
2022-05-30,5330,10661,111460,1272,0,0,0,5249,10534,109936,1210,0,0,0
2022-05-31,5264,11274,106303,1589,0,0,0,5185,11158,104764,1479,0,0,0
2022-06-01,4708,8442,74333,1882,0,0,0,4631,8359,73177,1782,0,0,0
2022-06-02,3969,6958,75698,1471,0,0,0,3906,6890,74468,1411,0,0,0
2022-06-03,11390,18402,210677,3472,0,0,0,11271,18266,208616,3364,0,0,0
2022-06-04,20383,30940,241099,3677,0,0,0,20251,30745,239060,3634,0,0,0
2022-06-05,3995,7663,57779,754,0,0,0,3962,7626,57218,736,0,0,0
2022-06-06,4738,6682,75683,2674,0,0,0,4676,6600,74741,2575,0,0,0
2022-06-07,5053,6853,73182,3505,0,0,0,4989,6764,72216,3369,0,0,0
2022-06-08,4155,6427,67852,4396,0,0,0,4074,6342,66813,4171,0,0,0
2022-06-09,4104,5551,67276,3735,0,0,0,4025,5449,66228,3611,0,0,0
2022-06-10,8735,16325,189476,8377,0,0,0,8630,16127,187656,8240,0,0,0
2022-06-11,15699,24173,218385,9242,0,0,0,15561,24008,216725,9113,0,0,0
2022-06-12,2434,6234,52720,1882,0,0,0,2405,6153,52193,1828,0,0,0
2022-06-13,2970,7346,63183,7570,0,0,0,2930,7271,62324,7141,0,0,0
2022-06-14,2949,7592,61051,9476,0,0,0,2895,7524,60207,8979,0,0,0
2022-06-15,2802,7284,57221,10647,0,0,0,2735,7199,56208,10073,0,0,0
2022-06-16,2317,5896,55976,11483,0,0,0,2263,5812,55008,10788,0,0,0
2022-06-17,8392,13467,165885,23591,0,0,0,8283,13328,164331,22895,0,0,0
2022-06-18,13907,21597,180720,23901,0,0,0,13780,21475,179222,23341,0,0,0
2022-06-19,2271,4461,44288,6620,0,0,0,2254,4419,43870,6427,0,0,0
2022-06-20,3335,5261,53470,25151,0,0,0,3280,5173,52721,23990,0,0,0
2022-06-21,3547,5211,49902,34205,0,0,0,3498,5129,49145,32230,0,0,0
2022-06-22,3268,5040,49512,36472,0,0,0,3219,4962,48412,34620,0,0,0
2022-06-23,2504,4262,49031,36795,0,0,0,2444,4162,48070,35037,0,0,0
2022-06-24,8016,12558,139200,71692,0,0,0,7928,12420,137516,69426,0,0,0
2022-06-25,11957,22088,165301,66617,0,0,0,11873,21941,163922,65027,0,0,0
2022-06-26,2332,4421,38676,21718,0,0,0,2306,4378,38332,21015,0,0,0
2022-06-27,1621,4870,42800,75877,0,0,0,1572,4811,42142,72473,0,0,0
2022-06-28,2782,5194,41285,89096,0,0,0,2745,5116,40577,84554,0,0,0
2022-06-29,2794,4535,39816,85950,0,0,0,2726,4469,39137,81521,0,0,0
2022-06-30,2141,3929,38837,83167,0,0,0,2091,3866,38252,79291,0,0,0
2022-07-01,6571,8723,82164,189818,0,0,0,6498,8611,81324,184452,0,0,0
2022-07-02,9482,15526,96043,161531,0,0,0,9405,15398,95254,157327,0,0,0
2022-07-03,1886,2332,24648,59523,0,0,0,1858,2297,24402,57935,0,0,0
2022-07-04,2692,2874,33993,223446,0,0,0,2627,2827,33425,215446,0,0,0
2022-07-05,3079,2910,33264,239838,0,0,0,3016,2872,32677,230476,0,0,0
2022-07-06,2647,2873,33841,230826,0,0,0,2583,2815,33233,221775,0,0,0
2022-07-07,2575,2433,34817,249684,0,0,0,2503,2363,34161,240395,0,0,0
2022-07-08,6681,8502,84691,386873,0,0,0,6586,8385,83835,375347,0,0,0
2022-07-09,10800,14734,100484,336720,0,0,0,10725,14600,99707,328393,0,0,0
2022-07-10,1952,2197,28900,128446,0,0,0,1929,2174,28636,125079,0,0,0
2022-07-11,2488,3406,40471,361500,0,0,0,2438,3346,39905,349210,0,0,0
2022-07-12,2713,3566,40035,403553,0,0,0,2659,3520,39412,388571,0,0,0
2022-07-13,2672,3259,40581,385202,0,0,0,2611,3196,39912,370574,0,0,0
2022-07-14,2662,2575,38806,392408,0,0,0,2613,2515,38156,378106,0,0,0
2022-07-15,7618,8020,92358,556095,0,0,0,7527,7920,91445,540525,0,0,0
2022-07-16,13144,12095,123866,532270,0,0,0,13066,12021,122993,520538,0,0,0
2022-07-17,2425,2563,46860,259203,0,0,0,2404,2543,46535,253726,0,0,0
2022-07-18,557,251,13224,88989,0,0,0,544,245,13090,86482,0,0,0
2022-07-19,3791,3190,40053,532967,0,0,0,3733,3130,39399,514297,0,0,0
2022-07-20,4568,3018,42646,543527,0,0,0,4512,2952,41934,523091,0,0,0
2022-07-21,2618,2433,44450,519878,0,0,0,2557,2371,43635,500183,0,0,0
2022-07-22,8099,7073,95494,705908,0,0,0,7998,6990,94467,684828,0,0,0
2022-07-23,10903,10328,122196,687213,0,0,0,10819,10248,121351,671756,0,0,0
2022-07-24,2840,2142,48070,387031,0,0,0,2809,2113,47701,378857,0,0,0
2022-07-25,4769,3478,50660,564364,0,0,0,4700,3412,49916,544864,0,0,0
2022-07-26,5770,3544,55212,619299,0,0,0,5702,3480,54379,597033,0,0,0
2022-07-27,6136,3211,55616,587464,0,0,0,6054,3130,54798,566092,0,0,0
2022-07-28,6078,2879,52390,587553,0,0,0,5996,2813,51542,566443,0,0,0
2022-07-29,13609,7142,103749,763660,0,0,0,13482,7023,102592,741834,0,0,0
2022-07-30,20026,11003,123829,747586,0,0,0,19910,10917,122952,732089,0,0,0
2022-07-31,4230,2067,51180,392584,0,0,0,4207,2031,50809,384160,0,0,0
2022-08-01,7358,2588,55147,517954,0,0,0,7264,2546,54489,502031,0,0,0
2022-08-02,8309,2772,58235,589210,0,0,0,8207,2713,57507,569684,0,0,0
2022-08-03,7020,2656,54989,579179,0,0,0,6932,2591,54247,559443,0,0,0
2022-08-04,6417,2714,53060,566703,0,0,0,6306,2642,52353,547211,0,0,0
2022-08-05,14214,7043,100014,788105,0,0,0,14036,6943,98932,767420,0,0,0
2022-08-06,20834,12248,116707,755902,0,0,0,20715,12156,115854,741111,0,0,0
2022-08-07,5044,2316,49343,367523,0,0,0,5007,2288,49016,360313,0,0,0
2022-08-08,6240,1621,54846,570979,0,0,0,6144,1575,54150,553925,0,0,0
2022-08-09,6697,3674,58565,617856,0,0,0,6603,3620,57818,598336,0,0,0
2022-08-10,5709,4245,64310,628538,0,0,0,5618,4184,63594,611604,0,0,0
2022-08-11,852,600,28955,177588,0,0,0,838,582,28731,173019,0,0,0
2022-08-12,5567,5418,69125,505309,0,0,0,5468,5351,68436,492142,0,0,0
2022-08-13,5319,5864,51338,255412,0,0,0,5274,5818,50989,250647,0,0,0
2022-08-14,1520,1857,25108,115789,0,0,0,1506,1841,24954,113654,0,0,0
2022-08-15,1884,2405,22698,182203,0,0,0,1847,2378,22381,176006,0,0,0
2022-08-16,3064,4297,33610,360326,0,0,0,3018,4247,33090,348456,0,0,0
2022-08-17,3605,5382,38583,476948,0,0,0,3534,5317,38005,462150,0,0,0
2022-08-18,3742,5804,37311,513747,0,0,0,3671,5730,36702,497666,0,0,0
2022-08-19,8443,12677,69215,746928,0,0,0,8338,12555,68432,729614,0,0,0
2022-08-20,13122,19644,82725,698692,0,0,0,13037,19540,82038,685931,0,0,0
